FSSAI_Chemical_Score,Quality_Score_0_100,Peroxidase_Activity,ENose_Sensor_S02,Formalin_Test,ENose_Sensor_S01,Formaldehyde_ppm,FFA_Linoleic_C18_2_pct,Adulteration_Index,Adulterated
97.56,94.41,1,0.2443,0,0.272,0.0114,2.5548,0.0421,0
100.0,86.89,1,0.231,0,0.2809,0.0177,3.2467,0.0352,0
100.0,98.9,1,0.2899,0,0.2274,0.0197,1.9632,0.0443,0
98.54,89.34,1,0.234,0,0.2837,0.0182,3.9765,0.0391,0
100.0,97.38,1,0.2979,0,0.2669,0.0006,1.7111,0.0,0
100.0,94.29,1,0.2192,0,0.2329,0.0469,3.1511,0.0,0
100.0,93.14,1,0.2012,0,0.2774,0.0382,3.0931,0.0041,0
100.0,91.49,1,0.2117,0,0.2263,0.0003,2.0003,0.0,0
100.0,97.72,1,0.2866,0,0.2358,0.0175,1.8208,0.0155,0
97.9,85.26,1,0.2373,0,0.2742,0.0221,3.2221,0.0386,0
97.68,87.11,1,0.2914,0,0.2752,0.0108,3.6125,0.0,0
100.0,97.89,1,0.2508,0,0.2456,0.0458,1.8674,0.0,0
100.0,96.46,1,0.2806,0,0.2672,0.0365,3.826,0.0,0
97.34,92.54,1,0.2263,0,0.2823,0.0432,2.8306,0.0,0
97.51,89.72,1,0.2916,0,0.2958,0.0369,2.3124,0.0373,0
100.0,97.22,1,0.238,0,0.2897,0.0177,1.6962,0.0463,0
99.55,94.04,1,0.2448,0,0.2741,0.0238,2.6891,0.0065,0
97.01,92.82,1,0.2377,0,0.2036,0.003,3.2077,0.0158,0
99.76,91.98,1,0.2979,0,0.2158,0.0211,2.4006,0.0089,0
68.59,57.34,1,0.21,0,0.2775,0.0401,2.1014,0.6809,1
100.0,93.45,1,0.2445,0,0.238,0.0374,2.2785,0.0,0
98.84,92.75,1,0.2536,0,0.2728,0.0392,1.7254,0.0034,0
100.0,97.62,1,0.2757,0,0.2015,0.0135,3.0935,0.0278,0
100.0,87.17,1,0.2188,0,0.2808,0.0049,2.4408,0.0,0
100.0,92.29,1,0.217,0,0.2961,0.023,1.6591,0.0,0
98.12,90.82,1,0.2875,0,0.2716,0.024,1.8105,0.0,0
98.07,92.27,1,0.2134,0,0.2589,0.0312,3.2567,0.0494,0
100.0,90.25,1,0.2358,0,0.2867,0.0047,3.2861,0.0,0
97.22,94.77,1,0.2975,0,0.2622,0.0019,2.2059,0.0089,0
100.0,97.85,1,0.2172,0,0.2362,0.0374,1.5143,0.0383,0
97.44,90.88,1,0.2507,0,0.2406,0.032,2.6667,0.0448,0
99.42,98.34,1,0.2941,0,0.2818,0.011,3.8144,0.0,0
97.02,92.11,1,0.2038,0,0.2824,0.042,2.5138,0.0258,0
99.59,88.71,1,0.2016,0,0.2149,0.0174,3.2526,0.0051,0
97.75,94.08,1,0.2295,0,0.2599,0.024,3.1806,0.0,0
99.26,91.9,1,0.2605,0,0.2098,0.0063,3.7298,0.0459,0
98.89,90.83,1,0.2234,0,0.2397,0.0486,2.3473,0.0523,0
100.0,92.6,1,0.2682,0,0.2975,0.0363,2.0566,0.0486,0
100.0,94.26,1,0.2458,0,0.2095,0.012,3.6799,0.0,0
100.0,94.52,1,0.2406,0,0.2766,0.0475,2.9744,0.0,0
100.0,90.34,1,0.2291,0,0.2406,0.0191,2.8153,0.0,0
97.93,93.4,1,0.2846,0,0.2064,0.0213,3.3572,0.0107,0
100.0,93.43,1,0.2557,0,0.2067,0.0082,3.1103,0.0,0
100.0,94.92,1,0.2236,0,0.2961,0.0213,2.4134,0.0,0
98.95,98.4,1,0.2915,0,0.2908,0.0487,3.9926,0.0,0
99.47,99.66,1,0.2596,0,0.2885,0.0217,2.9199,0.0,0
98.42,96.37,1,0.2912,0,0.2448,0.035,2.5388,0.0,0
100.0,95.85,1,0.2232,0,0.2641,0.0489,1.7258,0.0,0
98.48,89.64,1,0.2193,0,0.2025,0.0311,3.4617,0.0184,0
99.13,93.12,1,0.2163,0,0.2301,0.0142,3.5747,0.0,0
98.42,93.79,1,0.2699,0,0.2996,0.0172,3.1344,0.0,0
97.58,91.65,1,0.284,0,0.2857,0.0118,1.6689,0.0185,0
64.31,63.34,1,0.2074,0,0.2212,0.0473,47.6631,0.6472,1
99.33,86.43,1,0.2606,0,0.2466,0.0447,2.7085,0.0,0
100.0,89.07,1,0.2482,0,0.2856,0.0318,1.8714,0.0325,0
100.0,94.22,1,0.2111,0,0.2266,0.004,1.6563,0.0326,0
100.0,99.84,1,0.2683,0,0.2515,0.0396,2.4052,0.0,0
99.3,92.59,1,0.236,0,0.2254,0.0409,3.2497,0.0,0
98.07,93.64,1,0.2796,0,0.2635,0.0375,2.9869,0.0,0
100.0,97.93,1,0.2482,0,0.2216,0.0086,2.0908,0.0031,0
99.69,96.34,1,0.2939,0,0.2054,0.0141,2.3829,0.0015,0
100.0,89.27,1,0.2897,0,0.2904,0.0406,3.5735,0.0471,0
100.0,92.09,1,0.2659,0,0.2644,0.0222,3.5902,0.0117,0
98.05,89.18,1,0.2005,0,0.2147,0.0121,3.5692,0.0,0
99.8,96.26,1,0.2589,0,0.2385,0.0321,2.9778,0.0,0
100.0,91.64,1,0.2797,0,0.2814,0.0297,2.4639,0.0,0
98.55,93.46,1,0.2416,0,0.2311,0.026,3.5643,0.0,0
99.29,96.15,1,0.247,0,0.2602,0.0172,3.407,0.0,0
97.87,95.47,1,0.2703,0,0.2815,0.0387,2.4739,0.0262,0
99.61,94.32,1,0.2711,0,0.2451,0.0285,2.7337,0.0232,0
97.88,91.3,1,0.275,0,0.2973,0.0433,3.2622,0.0081,0
100.0,90.36,1,0.2958,0,0.2617,0.0415,3.7,0.0,0
99.79,92.93,1,0.2463,0,0.2215,0.0471,3.0142,0.0,0
98.73,94.41,1,0.2847,0,0.2978,0.037,1.865,0.0,0
100.0,92.27,1,0.2335,0,0.2819,0.0069,3.5837,0.0086,0
97.43,92.67,1,0.2292,0,0.2705,0.0183,1.703,0.0133,0
100.0,93.43,1,0.2151,0,0.2424,0.0376,1.7723,0.002,0
98.11,94.09,1,0.2888,0,0.2551,0.0067,2.6868,0.0,0
97.58,95.26,1,0.283,0,0.2005,0.0338,3.7691,0.0302,0
99.0,89.4,1,0.2708,0,0.2143,0.0164,2.3123,0.0028,0
98.61,94.21,1,0.2765,0,0.244,0.0118,3.8223,0.0227,0
100.0,91.65,1,0.2658,0,0.2493,0.0272,2.1486,0.0,0
97.68,86.48,1,0.2601,0,0.2727,0.0045,3.5375,0.0,0
98.71,91.44,1,0.2886,0,0.2643,0.0347,2.6956,0.0,0
99.28,90.12,1,0.2589,0,0.2866,0.0204,2.4348,0.0,0
100.0,92.87,1,0.2941,0,0.2225,0.0299,2.3703,0.0224,0
97.83,91.14,1,0.2372,0,0.2747,0.0044,3.6776,0.0,0
100.0,90.12,1,0.2134,0,0.2369,0.0219,1.7152,0.0193,0
99.68,93.11,1,0.22,0,0.2477,0.0392,2.6727,0.0,0
99.73,93.06,1,0.217,0,0.2901,0.0355,3.2922,0.0207,0
99.78,91.6,1,0.2489,0,0.2445,0.0269,2.9913,0.0,0
98.65,92.53,1,0.2597,0,0.2115,0.0096,2.0358,0.0,0
100.0,91.36,1,0.2129,0,0.2596,0.0295,2.9802,0.0,0
100.0,91.43,1,0.2319,0,0.2735,0.0338,1.814,0.0025,0
97.62,94.09,1,0.2657,0,0.2425,0.028,2.8715,0.0,0
98.4,90.88,1,0.2927,0,0.2959,0.0378,2.7007,0.0,0
99.57,95.22,1,0.2251,0,0.2437,0.0188,3.8007,0.0089,0
100.0,91.53,1,0.2131,0,0.2242,0.0197,3.367,0.0,0
100.0,92.57,1,0.2279,0,0.2648,0.0471,1.8911,0.0,0
97.15,96.4,1,0.2703,0,0.2979,0.0455,2.4572,0.029,0
100.0,96.19,1,0.2612,0,0.2279,0.0091,3.1492,0.0,0
98.2,93.31,1,0.2059,0,0.2063,0.0123,3.607,0.0508,0
99.51,97.39,1,0.2811,0,0.2617,0.0284,1.9012,0.0,0
100.0,97.45,1,0.208,0,0.2266,0.0279,3.7455,0.0,0
98.55,93.43,1,0.2933,0,0.2663,0.0039,3.0947,0.0242,0
97.98,91.17,1,0.2647,0,0.2134,0.0457,2.9994,0.0,0
97.43,92.39,1,0.2051,0,0.2067,0.0387,3.6331,0.0,0
98.2,90.38,1,0.2771,0,0.2235,0.0398,2.7594,0.0047,0
100.0,97.77,1,0.2365,0,0.2827,0.0346,2.5524,0.0452,0
100.0,94.28,1,0.2443,0,0.202,0.0083,2.489,0.0,0
97.2,94.46,1,0.2056,0,0.2508,0.0182,3.5403,0.03,0
99.82,96.07,1,0.2399,0,0.2926,0.0163,1.6123,0.0181,0
100.0,96.17,1,0.2606,0,0.2137,0.0494,1.8305,0.0021,0
97.3,94.17,1,0.2069,0,0.2643,0.0057,3.1099,0.0,0
100.0,87.38,1,0.2637,0,0.2146,0.0277,1.5006,0.0,0
97.71,98.94,1,0.2995,0,0.2918,0.0386,2.3225,0.0373,0
97.28,94.02,1,0.2139,0,0.2624,0.0203,3.2661,0.0,0
98.15,92.73,1,0.2907,0,0.2765,0.0263,3.2066,0.0,0
98.76,96.51,1,0.2489,0,0.2576,0.0083,3.7615,0.0125,0
100.0,91.39,1,0.2428,0,0.2689,0.0104,3.2281,0.0192,0
100.0,90.75,1,0.2623,0,0.2997,0.0348,3.8211,0.0388,0
100.0,93.32,1,0.2977,0,0.2729,0.0362,2.0846,0.0,0
97.88,95.58,1,0.2689,0,0.2415,0.0279,1.848,0.0517,0
100.0,85.47,1,0.2389,0,0.2427,0.0453,2.2686,0.0336,0
97.77,90.55,1,0.2775,0,0.2901,0.0186,2.0063,0.0,0
97.76,96.77,1,0.2858,0,0.2723,0.0363,2.585,0.0,0
100.0,94.47,1,0.2493,0,0.2593,0.0363,2.0532,0.0,0
100.0,97.5,1,0.2891,0,0.2455,0.0232,2.6565,0.0,0
100.0,91.57,1,0.236,0,0.221,0.0414,2.3864,0.0,0
100.0,94.15,1,0.2918,0,0.2811,0.0263,2.5368,0.0065,0
100.0,89.56,1,0.2595,0,0.2894,0.0313,2.9938,0.0131,0
100.0,92.08,1,0.2005,0,0.253,0.0022,3.3093,0.0263,0
100.0,94.09,1,0.2978,0,0.2612,0.0345,1.5879,0.0029,0
100.0,95.27,1,0.2369,0,0.2668,0.0326,1.5732,0.0451,0
98.39,97.0,1,0.2207,0,0.2552,0.0453,3.1974,0.032,0
100.0,99.9,1,0.2708,0,0.2675,0.007,3.3493,0.0428,0
99.13,100.0,1,0.2428,0,0.2212,0.0095,2.3972,0.0,0
100.0,90.87,1,0.2344,0,0.2799,0.0241,3.0868,0.0,0
100.0,96.31,1,0.2933,0,0.2735,0.0174,1.7661,0.0408,0
45.69,63.81,1,0.2456,0,0.246,0.007,2.7581,0.6332,1
55.17,57.32,1,0.2625,0,0.2442,0.0077,3.5292,0.6306,1
98.06,99.19,1,0.2641,0,0.231,0.0358,2.0273,0.0438,0
100.0,92.12,1,0.2541,0,0.2553,0.0374,2.7545,0.0007,0
98.38,86.52,1,0.2979,0,0.2953,0.0446,3.8048,0.0,0
98.08,93.26,1,0.2929,0,0.2299,0.0155,2.1059,0.0,0
100.0,91.89,1,0.2609,0,0.2824,0.0227,2.8586,0.0247,0
100.0,93.04,1,0.2904,0,0.2435,0.0069,2.5996,0.0,0
98.28,94.47,1,0.2928,0,0.2426,0.0062,1.6026,0.0,0
100.0,97.88,1,0.2085,0,0.2379,0.0006,2.4616,0.0431,0
97.61,94.41,1,0.2619,0,0.2954,0.0085,2.4135,0.0,0
97.92,89.54,1,0.2695,0,0.2481,0.014,2.2551,0.0023,0
99.39,92.26,1,0.2789,0,0.2563,0.0283,3.9508,0.0,0
97.93,97.2,1,0.2681,0,0.2571,0.0311,3.6104,0.0,0
98.39,98.98,1,0.2641,0,0.2435,0.0274,1.503,0.0,0
100.0,92.68,1,0.219,0,0.2274,0.0016,2.6611,0.0,0
98.94,90.58,1,0.2484,0,0.2823,0.026,3.741,0.0,0
99.74,92.79,1,0.2536,0,0.2483,0.0226,3.1371,0.0172,0
100.0,99.95,1,0.2262,0,0.2594,0.0386,2.7813,0.0,0
100.0,91.46,1,0.2399,0,0.2472,0.0454,3.7113,0.0,0
100.0,99.91,1,0.2792,0,0.2618,0.0332,3.5086,0.0,0
100.0,91.7,1,0.2032,0,0.2938,0.0356,3.3053,0.0,0
97.92,89.48,1,0.2234,0,0.2819,0.0194,2.6601,0.0126,0
99.1,90.13,1,0.2381,0,0.2397,0.0296,2.914,0.0,0
100.0,95.41,1,0.2601,0,0.2877,0.0273,1.7586,0.0386,0
100.0,94.4,1,0.2456,0,0.2177,0.0486,1.657,0.0505,0
100.0,94.48,1,0.2478,0,0.2809,0.0366,2.0305,0.015,0
98.09,92.28,1,0.2435,0,0.2893,0.0138,3.9769,0.0,0
100.0,90.48,1,0.2073,0,0.2827,0.0444,2.3301,0.0,0
97.93,94.21,1,0.2298,0,0.2592,0.0268,3.1546,0.0,0
100.0,94.96,1,0.2109,0,0.2328,0.0079,1.8266,0.0416,0
98.56,87.46,1,0.2848,0,0.249,0.0417,2.4928,0.0439,0
97.54,92.08,1,0.2622,0,0.2235,0.0264,2.2887,0.0361,0
97.96,96.03,1,0.2993,0,0.2563,0.004,3.257,0.0,0
100.0,91.06,1,0.2343,0,0.2533,0.0195,2.9166,0.0466,0
100.0,94.04,1,0.2749,0,0.2426,0.0244,3.3551,0.0,0
100.0,87.04,1,0.2439,0,0.2547,0.0138,3.0809,0.0024,0
100.0,86.81,1,0.2948,0,0.2132,0.0147,2.5753,0.0159,0
100.0,93.7,1,0.2177,0,0.2559,0.0065,1.9189,0.05,0
100.0,95.38,1,0.2322,0,0.2832,0.0355,1.7593,0.0,0
99.41,96.01,1,0.2175,0,0.2326,0.0027,2.9689,0.0215,0
98.19,93.39,1,0.2403,0,0.2287,0.0141,3.7919,0.0046,0
98.0,94.06,1,0.2556,0,0.2566,0.0106,1.8478,0.0,0
100.0,99.92,1,0.2201,0,0.277,0.0224,1.7742,0.0488,0
33.04,68.98,0,0.7569,1,0.718,2.087,3.1951,0.7664,1
99.21,94.46,1,0.2281,0,0.2255,0.0149,3.4365,0.0079,0
99.79,90.74,1,0.2339,0,0.2712,0.0437,2.1745,0.0,0
98.53,96.13,1,0.2315,0,0.2415,0.0434,3.259,0.0452,0
100.0,97.71,1,0.2214,0,0.2022,0.0204,3.7496,0.0388,0
99.16,92.16,1,0.2258,0,0.2631,0.0415,3.8156,0.0,0
99.38,98.33,1,0.2088,0,0.2051,0.015,3.0162,0.0404,0
100.0,99.47,1,0.2068,0,0.2167,0.0129,3.8684,0.0,0
98.31,97.89,1,0.2644,0,0.2391,0.0435,2.4892,0.0,0
100.0,93.65,1,0.2856,0,0.2994,0.0337,3.4376,0.0,0
62.55,64.88,1,0.279,0,0.2547,0.0122,2.3716,0.5952,1
100.0,93.39,1,0.2594,0,0.284,0.0013,3.4818,0.0,0
100.0,91.84,1,0.2977,0,0.2452,0.0375,3.3592,0.0253,0
100.0,95.05,1,0.2066,0,0.2943,0.0156,1.6048,0.0,0
99.34,94.74,1,0.2677,0,0.2116,0.0049,2.037,0.0195,0
98.75,92.42,1,0.2119,0,0.2189,0.0144,1.9354,0.0,0
100.0,92.51,1,0.2942,0,0.2623,0.0217,1.5712,0.0,0
99.34,96.95,1,0.2863,0,0.2416,0.0109,3.4855,0.0297,0
100.0,89.63,1,0.2398,0,0.2352,0.003,2.1059,0.0,0
100.0,92.53,1,0.2034,0,0.2997,0.0167,2.3764,0.0201,0
98.44,91.65,1,0.2144,0,0.2307,0.0251,3.0874,0.0,0
100.0,93.12,1,0.2966,0,0.2346,0.0398,3.7393,0.0,0
97.84,95.89,1,0.2979,0,0.2051,0.0391,3.5526,0.0373,0
98.19,88.84,1,0.2029,0,0.2758,0.008,1.9853,0.0,0
97.5,93.89,1,0.2412,0,0.2161,0.0235,1.8801,0.0,0
98.53,90.15,1,0.271,0,0.2525,0.0433,1.5255,0.0016,0
100.0,90.9,1,0.2249,0,0.2332,0.0025,2.7807,0.0054,0
100.0,94.54,1,0.2742,0,0.2564,0.0243,2.4896,0.0,0
100.0,89.19,1,0.2826,0,0.2524,0.0251,3.5959,0.0,0
98.95,91.33,1,0.2621,0,0.2832,0.0415,2.5422,0.0041,0
97.17,89.31,1,0.215,0,0.2548,0.0249,3.4008,0.0472,0
99.09,92.11,1,0.2056,0,0.2985,0.0051,3.6259,0.0,0
99.59,92.37,1,0.2875,0,0.2461,0.0345,3.1632,0.0166,0
99.08,92.25,1,0.2914,0,0.2965,0.0284,2.4844,0.0177,0
100.0,88.87,1,0.2288,0,0.2473,0.0234,3.257,0.0102,0
100.0,89.48,1,0.2122,0,0.2838,0.0144,3.1269,0.0,0
100.0,90.52,1,0.2123,0,0.2082,0.0038,1.541,0.0,0
98.69,94.15,1,0.233,0,0.2582,0.0459,3.7699,0.0,0
99.07,93.69,1,0.2602,0,0.2516,0.0421,3.9953,0.0101,0
100.0,91.66,1,0.2889,0,0.2895,0.047,1.6767,0.0198,0
99.96,96.31,1,0.2424,0,0.2107,0.047,2.228,0.027,0
100.0,87.36,1,0.2924,0,0.2833,0.0087,2.0216,0.0,0
97.37,92.74,1,0.2969,0,0.2997,0.0161,3.0055,0.0,0
100.0,92.99,1,0.2491,0,0.2777,0.0239,3.9801,0.0,0
100.0,93.2,1,0.2548,0,0.2314,0.0203,2.2391,0.0085,0
100.0,99.71,1,0.2372,0,0.2338,0.0482,3.6916,0.0,0
97.4,95.8,1,0.243,0,0.2577,0.0147,2.0312,0.0297,0
99.5,99.37,1,0.2517,0,0.2188,0.0061,3.8522,0.0,0
98.4,94.28,1,0.2687,0,0.2079,0.0232,2.8129,0.0246,0
97.6,89.63,1,0.2643,0,0.2005,0.0254,3.5213,0.0381,0
97.14,87.81,1,0.226,0,0.2925,0.0204,2.604,0.0497,0
98.81,90.25,1,0.296,0,0.279,0.0394,3.263,0.044,0
99.26,99.28,1,0.2775,0,0.2811,0.0247,2.4462,0.0421,0
99.88,94.76,1,0.2635,0,0.2275,0.0153,2.7013,0.0,0
97.58,95.64,1,0.2204,0,0.2633,0.0243,3.1334,0.0,0
98.42,94.38,1,0.2665,0,0.2758,0.045,2.3003,0.0032,0
59.27,67.83,1,0.2071,0,0.2509,0.0431,37.8091,0.6322,1
100.0,95.54,1,0.2756,0,0.2828,0.0328,3.5673,0.0,0
100.0,94.58,1,0.283,0,0.2261,0.0325,1.5596,0.0081,0
100.0,91.89,1,0.2595,0,0.2642,0.0301,2.5567,0.0,0
98.13,95.34,1,0.2336,0,0.2728,0.0115,1.9215,0.0,0
100.0,87.83,1,0.2269,0,0.2387,0.0308,2.7005,0.0,0
99.8,95.96,1,0.2318,0,0.2173,0.03,3.3888,0.0,0
98.19,96.08,1,0.2829,0,0.2708,0.0284,3.4905,0.0,0
100.0,91.88,1,0.2065,0,0.2616,0.0403,1.9501,0.0151,0
100.0,90.74,1,0.2337,0,0.2663,0.0023,1.82,0.0,0
100.0,92.72,1,0.2393,0,0.2299,0.0229,3.4443,0.0063,0
100.0,86.81,1,0.2476,0,0.2062,0.0027,2.185,0.0,0
97.17,94.67,1,0.2617,0,0.2489,0.0398,1.6093,0.0,0
100.0,93.3,1,0.2629,0,0.217,0.0117,1.748,0.0172,0
100.0,96.33,1,0.2323,0,0.21,0.0183,1.761,0.0,0
98.51,94.25,1,0.2411,0,0.2221,0.0164,3.6407,0.0,0
100.0,92.24,1,0.2149,0,0.2436,0.0469,1.928,0.0193,0
98.22,90.62,1,0.2085,0,0.2412,0.017,1.9585,0.0146,0
98.46,95.95,1,0.2203,0,0.2849,0.0026,3.4953,0.0333,0
98.93,96.14,1,0.2057,0,0.2155,0.0019,3.1118,0.0101,0
100.0,93.35,1,0.2257,0,0.2103,0.0108,3.1367,0.0,0
100.0,87.01,1,0.201,0,0.2817,0.0045,1.9331,0.0,0
98.61,88.78,1,0.2148,0,0.2334,0.0397,3.2135,0.0395,0
97.59,87.79,1,0.2981,0,0.2959,0.0337,2.6657,0.018,0
100.0,98.08,1,0.2964,0,0.2618,0.0388,2.6708,0.046,0
100.0,92.25,1,0.2304,0,0.278,0.0266,3.4851,0.0,0
58.33,54.55,1,0.2874,0,0.292,0.0237,3.4692,0.5578,1
100.0,90.94,1,0.2228,0,0.2639,0.0181,3.5767,0.0,0
100.0,99.85,1,0.2876,0,0.2747,0.0407,1.6346,0.0,0
99.09,97.48,1,0.2532,0,0.2026,0.0001,2.3677,0.0498,0
100.0,90.86,1,0.2044,0,0.2656,0.0258,3.11,0.0,0
99.98,93.85,1,0.2205,0,0.2357,0.0187,1.9681,0.0059,0
98.73,94.74,1,0.2956,0,0.239,0.0077,2.0949,0.0,0
98.64,95.2,1,0.2805,0,0.2232,0.0356,3.8282,0.0,0
100.0,92.63,1,0.2184,0,0.2036,0.0134,2.9928,0.0295,0
50.84,63.95,1,0.22,0,0.288,0.0209,3.057,0.6358,1
100.0,91.89,1,0.2374,0,0.2927,0.0145,3.8343,0.0425,0
68.24,65.37,1,0.2624,0,0.2447,0.0305,3.8795,0.634,1
98.69,92.56,1,0.2803,0,0.2537,0.0005,1.8747,0.0,0
100.0,93.35,1,0.2011,0,0.2387,0.0328,2.7793,0.0263,0
99.18,91.24,1,0.2819,0,0.2181,0.0207,2.5838,0.0145,0
100.0,90.62,1,0.2302,0,0.2499,0.0357,3.8071,0.0175,0
99.22,91.16,1,0.2342,0,0.2152,0.0419,2.8647,0.0263,0
100.0,91.77,1,0.2642,0,0.2618,0.0257,1.5239,0.0327,0
100.0,87.08,1,0.2961,0,0.2651,0.0435,3.4953,0.0185,0
99.82,94.89,1,0.2179,0,0.2284,0.0067,2.5359,0.0,0
100.0,97.31,1,0.2074,0,0.2645,0.0017,2.8193,0.0,0
100.0,91.51,1,0.2434,0,0.2865,0.0443,3.9026,0.0154,0
99.86,96.04,1,0.2516,0,0.2778,0.0059,2.2532,0.0414,0
97.64,94.92,1,0.2735,0,0.2279,0.0091,2.3406,0.0133,0
99.81,91.09,1,0.2469,0,0.2268,0.0061,2.7842,0.0,0
99.74,96.07,1,0.2392,0,0.2957,0.0086,3.5953,0.0036,0
100.0,95.32,1,0.2372,0,0.2457,0.045,1.7082,0.0,0
100.0,95.73,1,0.2842,0,0.2478,0.0424,3.6278,0.0406,0
99.82,95.44,1,0.2086,0,0.2308,0.0133,1.7859,0.0093,0
100.0,90.29,1,0.283,0,0.2286,0.0352,2.6749,0.0229,0
97.49,87.08,1,0.2061,0,0.2525,0.0394,2.9097,0.0,0
100.0,86.87,1,0.2724,0,0.2566,0.0077,2.8932,0.0077,0
100.0,94.6,1,0.2649,0,0.216,0.0114,3.7664,0.0061,0
98.44,90.14,1,0.2961,0,0.2316,0.0239,2.0247,0.0032,0
100.0,97.83,1,0.2481,0,0.2182,0.0318,3.1663,0.0175,0
98.06,94.08,1,0.2875,0,0.2766,0.021,3.6175,0.0,0
100.0,85.94,1,0.2841,0,0.2781,0.0391,2.8372,0.0,0
100.0,86.06,1,0.2674,0,0.2563,0.0495,1.9326,0.0392,0
100.0,91.02,1,0.2101,0,0.2969,0.0432,2.0971,0.003,0
97.42,95.03,1,0.2242,0,0.2979,0.0426,3.5776,0.0,0
50.81,67.92,1,0.2678,0,0.2366,0.0101,2.7445,0.6685,1
100.0,90.97,1,0.2978,0,0.2666,0.0452,3.4823,0.0145,0
99.14,88.43,1,0.2757,0,0.2,0.0495,3.3296,0.0,0
97.68,89.8,1,0.241,0,0.2785,0.0283,1.9977,0.0507,0
100.0,98.5,1,0.2263,0,0.2712,0.038,3.5848,0.0196,0
97.3,95.48,1,0.279,0,0.2215,0.03,2.1394,0.016,0
97.4,95.29,1,0.2755,0,0.215,0.0496,1.8847,0.0029,0
97.66,93.33,1,0.2601,0,0.2591,0.0302,1.6791,0.0,0
97.5,93.41,1,0.2411,0,0.2762,0.0237,3.8774,0.0,0
100.0,90.7,1,0.2517,0,0.2377,0.0078,2.8789,0.0108,0
99.52,93.93,1,0.2911,0,0.2104,0.0422,1.7107,0.0154,0
100.0,90.63,1,0.2648,0,0.2925,0.0101,2.1203,0.0,0
100.0,94.2,1,0.2218,0,0.2899,0.0339,1.8749,0.0,0
98.86,90.31,1,0.2319,0,0.2357,0.0122,3.9973,0.0,0
98.78,88.1,1,0.2197,0,0.2616,0.0349,3.5446,0.0506,0
97.07,91.3,1,0.2906,0,0.2997,0.0023,2.0255,0.0,0
100.0,93.92,1,0.2917,0,0.2246,0.0088,3.379,0.0,0
100.0,92.54,1,0.231,0,0.2087,0.036,2.7907,0.0,0
98.94,96.49,1,0.2059,0,0.272,0.0295,3.1243,0.0,0
63.35,74.27,1,0.2313,0,0.2315,0.0278,2.0209,0.7191,1
98.87,89.35,1,0.2906,0,0.2803,0.0047,2.7122,0.0,0
100.0,95.07,1,0.2299,0,0.2417,0.0431,3.018,0.0408,0
100.0,93.91,1,0.2544,0,0.2339,0.0317,2.825,0.0447,0
100.0,91.45,1,0.2653,0,0.245,0.0289,3.3765,0.0,0
61.26,61.1,1,0.2652,0,0.2519,0.048,2.3666,0.6388,1
99.62,92.81,1,0.2812,0,0.2214,0.0276,2.1032,0.0035,0
98.63,93.92,1,0.2831,0,0.2463,0.0404,3.1477,0.0,0
97.61,92.71,1,0.2947,0,0.2747,0.0107,3.1415,0.028,0
44.49,51.37,1,0.231,0,0.2964,0.0165,2.9163,0.7811,1
99.73,93.12,1,0.2389,0,0.2947,0.033,2.7849,0.0247,0
98.69,89.53,1,0.2071,0,0.2346,0.0315,2.9571,0.0,0
100.0,91.87,1,0.2245,0,0.2529,0.0043,3.3108,0.0,0
61.54,57.48,1,0.2523,0,0.2985,0.0027,1.5487,0.5762,1
98.6,94.31,1,0.2102,0,0.2031,0.0107,2.4796,0.0,0
98.11,96.2,1,0.2099,0,0.2364,0.0267,1.5716,0.0,0
98.77,96.28,1,0.2545,0,0.2403,0.0387,3.6605,0.0356,0
100.0,94.34,1,0.2789,0,0.2686,0.0194,3.0944,0.0,0
26.79,60.73,0,0.7465,1,0.7727,4.324,3.9472,0.8771,1
98.89,93.34,1,0.2946,0,0.2948,0.0296,3.1146,0.0457,0
99.21,95.62,1,0.2919,0,0.2907,0.0049,2.1226,0.0439,0
100.0,94.09,1,0.2976,0,0.2458,0.0086,2.7728,0.0156,0
100.0,92.47,1,0.2246,0,0.272,0.0226,3.907,0.0025,0
100.0,94.11,1,0.2602,0,0.2417,0.0483,2.3065,0.0052,0
100.0,95.29,1,0.276,0,0.2172,0.0163,3.1594,0.0,0
100.0,95.53,1,0.2975,0,0.2433,0.0426,1.6445,0.0,0
99.5,95.71,1,0.2357,0,0.2091,0.0488,2.0126,0.0,0
100.0,91.16,1,0.2603,0,0.2099,0.0411,2.3119,0.0,0
98.35,94.49,1,0.2792,0,0.2199,0.0221,3.4132,0.0203,0
100.0,89.76,1,0.2287,0,0.2552,0.0406,2.506,0.0056,0
99.29,88.36,1,0.2589,0,0.2275,0.0022,3.3251,0.0144,0
98.34,93.21,1,0.2585,0,0.2321,0.0432,3.0806,0.035,0
100.0,93.81,1,0.2635,0,0.2297,0.0245,1.7507,0.0099,0
98.79,95.69,1,0.2856,0,0.2205,0.0225,1.6395,0.0,0
97.88,93.31,1,0.2515,0,0.2242,0.0366,2.4863,0.0,0
99.99,94.36,1,0.2612,0,0.2397,0.0466,1.6757,0.0,0
100.0,90.32,1,0.2994,0,0.2868,0.0127,3.1537,0.0376,0
98.91,92.99,1,0.2805,0,0.2483,0.0212,1.759,0.0345,0
100.0,92.6,1,0.2221,0,0.28,0.0325,2.7238,0.0,0
100.0,92.15,1,0.2191,0,0.2097,0.0303,2.2918,0.0,0
